date,aircraft_id,flight_hours,cycles,age,engine_temperature,vibration_level,oil_pressure,fuel_consumption_rate,altitude,outside_air_temperature,maintenance_need_score
2023-01-01,39,9.336918237598745,2,19.328347717328146,385.6854512799513,2.976831850784363,51.57141377536518,1717.74899896606,31912.09488834431,-3.1164211114763356,100.0
2023-01-02,29,0.0753436313407474,3,11.154176525000878,385.1336189310178,2.0757282699637285,49.062815123445695,1972.6406190485318,36858.30944866122,-1.309750760432295,100.0
2023-01-03,15,2.2533279771252825,4,6.945540780610151,366.7487502426739,2.1109611694033905,52.485774141767195,1874.75508087271,39140.2386773076,-26.509979359913718,100.0
2023-01-04,43,3.6535681967405766,3,11.60935201987392,345.18886998252657,3.925319605232156,48.52847495069899,2028.9898480410918,426.80508024651067,14.077618556485149,100.0
2023-01-05,8,4.878098008087379,1,2.78393402691391,350.04138953023954,0.9785632004982453,51.466374826301575,2241.5988079720773,24909.6510550991,20.572206226067557,100.0
2023-01-06,21,8.508175178361462,3,8.880874984044059,311.6968114360674,4.101266594724448,46.28612577735645,1550.8659123455009,16513.575910356256,-14.877187782458313,100.0
2023-01-07,39,0.8788762454014387,0,12.524686428421276,383.3883959062161,3.2437355694750907,49.753975419133155,2316.254390323831,34394.17961340487,-22.946830326426586,100.0
2023-01-08,19,8.058648867411435,1,9.777956635849028,382.3295392858743,2.094848868897622,52.44541939075371,1918.6663116246161,10072.588080365267,-15.378832497878449,100.0
2023-01-09,23,0.5565348935697534,1,8.035576013086486,310.6495174859965,2.290143082919343,50.75435935637735,2102.3557957300986,39241.179564603044,9.909973382803617,100.0
2023-01-10,11,8.423140352981816,4,19.876967777993965,376.0289625171841,1.283236035930479,51.90153421200772,2123.745167620893,24548.31878174989,-11.932067098167089,100.0
2023-01-11,11,0.5163547787451284,2,17.60629524297854,362.1230496502703,3.760571663484874,45.360393502741765,2147.0682308395594,31741.49608915324,-2.681304992727522,100.0
2023-01-12,24,0.18242481428361046,1,12.468119163188803,319.3407766882761,2.564373711526339,47.04662719057574,2012.3816208059993,3423.9821129107327,-21.469214894053902,100.0
2023-01-13,36,6.969614623664215,2,11.387547223645655,313.8199939678259,1.6042727137492179,47.13330080392027,2059.1121203573493,7338.315390354602,39.585728110029265,100.0
2023-01-14,40,9.972555347683944,3,12.413209596491681,361.2047980820517,2.980250578804751,48.61755122206623,2057.8044101210808,30336.146921368127,1.463972563255662,100.0
2023-01-15,24,8.966102629740208,0,4.0262421564486655,338.0688765827925,4.978672260256615,56.79291434808914,1873.9434398441106,879.4608815729443,22.994306584532605,100.0
2023-01-16,3,5.7599841780566,4,7.902754865286372,404.59846551649014,2.176311398282769,48.2291062223215,1648.3889617125606,32675.119435751312,9.863396684776735,100.0
2023-01-17,22,9.173956130855316,2,0.7891906578179864,378.5779518394672,4.603457003893098,44.2822027011725,1756.162834446961,557.9607476764581,-0.8376010993013812,100.0
2023-01-18,2,0.05300006397605417,1,9.510920749736533,364.2107941019668,1.7250841996228305,52.70822843925296,1979.1524041003931,26284.753562450933,-1.8732464977855565,100.0
2023-01-19,24,9.750671629451425,2,10.860491679153263,365.6923701200718,0.2736635346249294,56.733217157172405,1842.638668620723,14603.756809272234,-14.504873532755704,100.0
2023-01-20,44,4.907487792587845,1,4.554994722064192,389.92601541101504,1.0212105318421445,43.693940740738455,1843.100785522093,24459.794108767965,-9.009263017674508,100.0
2023-01-21,30,7.228960966217757,2,19.280576943310276,375.39554275182013,2.0934757166384212,59.86405377359045,2359.8502091372393,27841.256279564546,-20.156046631970092,100.0
2023-01-22,38,8.208614731533526,1,18.18909221874484,364.99299315488065,1.098174642972845,52.07588301161536,2171.7789593319744,13699.008767452167,-22.337319438658902,100.0
2023-01-23,2,7.184572708365536,3,14.442864709118117,320.5921647110747,0.0011351910912776875,55.16945394534196,1949.5848068180053,4318.497924433422,41.72750835102703,100.0
2023-01-24,21,5.350367320449106,1,10.667732575307252,441.85840896218656,4.575007688737636,57.33535817521658,2134.4069891310883,2785.8347099306256,5.578247301638858,100.0
2023-01-25,33,4.76619484126412,1,17.3993831929537,316.904517280753,4.219397056154645,54.86308821353871,1915.9462788818198,23557.440902501912,29.314344834081197,100.0
2023-01-26,12,8.385825587026247,0,2.6130468764692583,340.62371788699505,3.7114611574347354,49.44732201496159,2022.1446868372993,20826.214149364463,-15.88124514072044,100.0
2023-01-27,22,2.050775601494591,1,15.8101958854977,300.3581517077001,0.8390729782301432,56.088490720957076,2088.3257296837833,29688.0403648453,-25.032071849294883,100.0
2023-01-28,44,9.679940665042343,0,2.496416279336966,366.1639447630779,0.6018178810499303,51.27299884935459,1916.4788064456243,20389.420400157484,-19.555564219177022,100.0
2023-01-29,25,7.109524788367483,4,15.884213250988108,354.53331311854424,0.33802374736191576,55.4524236245382,1862.9498904925808,16897.831601235164,-8.44143770179392,100.0
2023-01-30,49,1.9950692733831976,0,5.515351365027139,372.9582931509428,3.620145943864606,55.999377418903414,2244.786363693701,15923.487129449235,0.7299986365231983,100.0
2023-01-31,27,7.362471836984882,3,17.541811620363777,297.82803106686697,4.644039803439426,44.545517050136155,2122.8225934396214,1057.8761039066985,-3.0187323368798564,100.0
2023-02-01,42,5.298400231811167,0,18.880841876507958,383.38717002142795,2.152679104565185,53.97150565988503,1549.0778243414566,13422.288067866286,-15.463819369732569,100.0
2023-02-02,28,7.072300956444445,4,2.9759193881023127,325.77693795591154,0.5957033599802408,49.09054040743314,1866.372813993678,39040.80630097977,1.7543001863552778,100.0
2023-02-03,16,7.677795014428388,3,9.25351210130787,345.52984401908407,2.5619641036605327,50.69095318392007,1843.7455000611212,34942.22304908355,3.5077224907989373,100.0
2023-02-04,15,0.8729017958967544,2,19.619747563253704,377.94713806043194,1.7441595372931507,50.635463744213986,1875.7723822375203,13175.122681368708,14.045528551031568,100.0
2023-02-05,47,5.06103956359347,2,9.668148719462932,357.83800052395696,1.8741246217499885,50.434851087876794,2172.480457751779,23511.81620265489,29.40864606025076,100.0
2023-02-06,44,9.320143422569341,0,17.270950450290904,359.9582767000059,3.106653120778536,57.617626561145194,2003.8411936007383,33891.86982141976,-7.277875790178461,100.0
2023-02-07,3,3.206421921595143,0,11.774630442626396,373.97536459716196,3.5935905663110117,43.167761865529684,1722.074065828891,17650.973470002747,24.309611872692642,100.0
2023-02-08,37,5.938830975578988,4,7.506598158392038,362.86371919816173,0.5530179943658042,41.38828321565107,1923.3570326082768,718.3145500060384,1.3187518685597397,100.0
2023-02-09,7,3.6923048150989612,4,5.715671110517404,339.76676292353847,0.17795115403238193,40.333549641672136,2108.347529523238,2980.4184727456027,-30.54637974835563,100.0
2023-02-10,21,4.5426797221909965,1,4.064461821721745,345.0059261529431,4.971651513428574,55.34572131967957,1956.0709968932492,20415.708853948265,35.66541620791674,100.0
2023-02-11,9,5.486031179381532,4,15.235963827553945,356.3563603595547,1.1636417445777592,46.1328125406617,1871.0648097673018,38777.575027035135,45.45072883799381,100.0
2023-02-12,39,5.489219798889772,1,7.7308101364605575,323.13331719360997,0.2691526245422954,50.66093234757443,2066.2438557477058,27728.38168875471,12.38192956103102,100.0
2023-02-13,18,2.0173046233023584,3,10.225509244015022,379.8802597816601,0.9493766454795999,49.42641437937711,2323.6384978878154,2836.6476575427814,1.7956992883826324,100.0
2023-02-14,4,6.845715478798333,0,9.846509600023639,358.6596179242245,0.1947892317423211,45.5681242968001,2092.284966591704,7574.435031674511,-5.428101203289934,100.0
2023-02-15,25,0.8786811124265681,3,11.545580584662625,352.24328803765906,1.9590544730858583,54.25738618777849,2260.1883026063397,30852.925728674,-9.278959389688165,100.0
2023-02-16,14,1.3882477344202038,4,17.311542912491046,385.7748967709441,4.012008922256621,49.36268515891308,1884.4771564270193,33657.59039824979,24.21402506295033,100.0
2023-02-17,50,0.027108994143296705,3,19.61478687166859,346.3965907036589,1.706222248788603,48.81132461480808,1998.3275777751878,24707.783447543636,-0.3454647609634576,100.0
2023-02-18,9,1.1669606414168132,3,8.151684171476338,344.5273700854275,2.2209170343918325,51.164356538701256,1994.2896030928634,25776.926785192663,33.47879594489537,100.0
2023-02-19,26,4.731662010518923,3,16.55037844212606,335.46113707988104,3.3779338678371937,53.60386042419108,2023.7358168135383,1133.4980153353858,0.6972483065833108,100.0
2023-02-20,2,6.061018810558386,4,15.290555893094353,360.29201026777804,2.544470350349401,45.20511878232776,2088.1039212761834,33141.21038326034,-8.246933868468147,100.0
2023-02-21,20,7.942894499664624,3,11.470579029111466,359.2535032499454,4.307228430106621,54.36459173666643,1816.2061757890444,31531.008326833184,-12.026009290234654,100.0
2023-02-22,28,1.0669925011343606,1,19.12094287223866,330.0114739847028,4.330178375228782,57.24926759886675,2129.466537102696,10361.405764133886,-14.874321705889962,100.0
2023-02-23,47,8.507274600164546,4,4.009490310568056,344.669180686598,0.04955347745576821,42.86938815619412,1674.4228122089567,28347.06879862028,10.282916528120921,100.0
2023-02-24,7,7.4597452554871815,3,2.1852842061924282,330.211931944423,3.8902315324159957,51.391494895639156,1732.8486674986636,8594.184256999924,-25.88986709716023,100.0
2023-02-25,44,4.085182929359169,4,17.079239339108444,328.85394638553527,2.3036680012083695,48.475388938213364,2427.125220234646,1613.2064420605197,-16.366749666725063,100.0
2023-02-26,8,9.329380670999546,2,8.782996332674966,298.1030650481946,4.944202706518316,53.4961529036007,1897.9758521042247,8045.461703615091,26.48965251682141,100.0
2023-02-27,47,9.909294764573906,1,16.93937708414121,343.07269238955337,2.4161603793771755,43.916703937365746,2145.9038701972404,7145.15507017198,-19.090986216489558,100.0
2023-02-28,35,2.0500181005323723,3,17.861804103908298,298.93360201759964,4.934479726941488,58.14469112821788,2339.6580784853913,13509.919869393889,17.254098439800337,100.0
2023-03-01,14,3.792285849638004,2,1.2491518723814288,336.11552940981466,3.772846806028683,41.96052596785465,1537.1087842443048,16737.979887018322,-41.260236230016304,100.0
2023-03-02,17,9.26449423589711,2,17.669295259721213,331.61916062367175,1.2430244230665317,48.77859530111733,2225.249236031142,20341.555659908317,29.001740843515037,100.0
2023-03-03,36,7.215965507512772,4,8.966381107388443,381.55685171796813,2.6919748964347883,52.1714803799768,2129.7887212518544,19070.155020333124,-25.40463678055093,100.0
