id,cycle,setting1,setting2,setting3,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,s17,s18,s19,s20,s21,fuel_efficiency
52,226,0.043412532854819164,0.40710648912562764,0.3024195112785364,66.88765310406853,25.74792164924693,14.44364841550776,82.96438053529283,38.81214567684971,47.02490853287543,29.650157102393905,54.82037727921516,64.293120816076,85.93602247528213,56.66674537501646,2.234493376629121,49.10448217723773,85.69838057113758,85.54675291161054,88.55990948498354,90.64151326404392,54.3815506842666,65.63638108010069,98.25603619264702,93.43052686364734,92.87710936104496
93,229,0.6331513755940223,0.06600984414024158,0.5634083644838541,79.86557803566366,13.566146716037775,44.2066213118075,70.39366670345154,9.569011605800116,95.44476948529885,15.928303734945848,95.31775382631392,86.11302430447813,10.157214364466128,65.41683119919323,80.87153968854398,9.141654911451768,54.61545912071964,5.016884349868866,75.51685922953277,91.84516719271222,67.51624290976669,39.04784405261067,44.982327571795224,2.0626632013764357,85.68192844049341
15,289,0.951403342206657,0.3488205339694793,0.8038048904834751,93.27529390603132,26.004804025243388,33.410465208656326,94.56735370508046,91.45844352217478,11.567522364811655,43.53893961280134,18.029013061564058,48.642583502607174,34.7028025325636,30.774951660782023,49.11385356958269,15.978556211357041,41.16507968016314,88.19624278318685,59.69513962618158,56.13903731543727,56.05980707077789,35.071671749216584,84.73500281430886,1.1116782334373632,81.15843718733029
72,150,0.6016118201463312,0.11099809879131484,0.13714848815274316,2.0137848949289827,38.50580557189617,52.18308753051893,40.8927235756672,9.103631494544173,94.6264493003082,40.18987079559666,72.41359788326332,13.445704076706445,53.825274634476564,12.642622715502805,30.683813070261834,38.30383504182618,10.782367385194702,85.2069837828557,1.0738981797982494,48.20831988871461,35.54285305079493,43.15954105976695,30.198022695393632,77.02792521767134,93.78250330904379
61,277,0.8191888594267902,0.8082352100092222,0.580699084554285,15.378370551321618,94.29827840711357,58.565433542879916,66.19698394506341,64.82091774485559,73.33615147320936,57.57193053312043,81.22395386087472,28.940513070441266,81.12888539460398,76.08075414310771,10.193190678057007,15.554009150048731,39.34135763504242,50.63662535617891,87.97952074934597,4.486746306259981,56.88607973611776,74.3076134782676,37.18128729306647,64.63930515080781,90.27027435059993
21,198,0.8842064633484078,0.9476880259644708,0.5055087603898639,88.6171294055993,61.03760597816921,0.8495578607209509,46.48547808132707,41.31944788027977,63.74988029341632,58.3386232327748,67.91288313348619,66.24299734213518,21.64430834116715,85.0780382630682,6.272159090138841,96.3687165956651,73.39364547332842,49.02028542056283,44.466747083871624,56.195414250986865,25.74653325319257,50.14407471415529,16.482188299022628,29.297972050443267,82.29622242595599
83,70,0.22807977194893247,0.0723164752579386,0.14407878601319957,45.851856218701535,83.49737856829623,76.10059829495553,63.05886973085435,40.561939025544234,64.52777553235629,74.99869843799752,60.692228022654035,61.312197374155986,80.29298413742762,25.700623222243223,34.88667217951773,94.67897767251591,92.12864116801073,36.18073680354902,93.15776530185765,40.937908177023075,44.027917084078524,81.4059674448342,20.91845927767303,49.43967027742624,93.13401665864052
87,112,0.21204483990822665,0.9551152072917014,0.6239984855289824,56.459063893346354,71.03515007123322,71.30142918617408,44.95989060077373,67.95518365726839,82.67276483962821,50.98899482056102,56.48127810861823,53.10031297429625,39.96384824939357,40.709195615801974,80.47370647669405,33.61096462206038,25.167940386031027,99.41737916817344,49.553901285420125,77.2806407408656,28.07754072602432,74.52184771961558,65.6873302259359,4.193566559886874,92.2336452115831
75,4,0.6109809888509917,0.5225765993367452,0.27364041786077165,66.30272037231474,11.250313052663174,36.62863862065222,18.863224642407484,6.709373262987873,10.691986437982138,10.482264094076555,86.0930482578696,68.29644186886871,18.89138564336954,49.85692169635553,91.87237493338304,63.97477120376796,35.52355173305026,11.116933275384122,69.42244891827255,40.38835668860878,12.288778946138901,2.0478461124399328,51.07816180070809,19.244560536124077,87.25991807425861
75,95,0.4110284698067047,0.2995656779538739,0.4878343185440125,67.90666044956374,73.59204063739489,5.2935935568818255,50.78974160033809,59.37057829514346,50.47543235655417,85.8291335553106,82.16465971645,63.739085037329936,75.89864404434826,53.33268427529364,89.67513646130647,53.37533205937861,15.39609941044262,59.0215235628607,6.929264946664215,68.35808333247098,32.186185638990615,63.02381571061616,23.11318606256029,42.44963745271675,89.09904925697657
88,152,0.8398613028667203,0.07686207527616351,0.08227232427706188,93.17404033165082,27.509888155912442,75.49325397850504,52.85842014374423,77.20317859723548,69.70911382607585,30.976458318518706,12.228872118059952,88.13248894649517,9.089890147454781,65.94901710876519,92.00008347496549,81.55869805157685,69.07228942289689,68.1681590112417,74.51516535267858,10.14081462375308,85.19872181847707,43.65711233085911,40.29096163616526,83.40444162214823,82.28398293816772
24,137,0.9000231233980112,0.5006242680704178,0.45958405721362305,99.69494174116697,63.91078469947063,95.51751604781325,81.0603848260161,82.82127578865942,58.682044507356366,97.1297460306592,84.85876570308781,58.60163774782966,51.47673740754429,4.1603233355321345,90.77253431293427,62.74456098169422,96.01884300099253,93.43300082169445,33.79960313119229,13.295227076596694,38.10807706423057,45.662898915114155,37.31834598636817,47.96671828600848,81.0302745919032
3,247,0.3534213793027181,0.7945155444907487,0.3064634680428203,72.01574609309402,34.09619736429885,24.015159602201418,73.55207057935812,17.05303893937753,83.27790710232946,11.786010867977016,41.40686194404425,77.86013587005564,6.387578386188841,72.1477082734017,52.722475160039586,0.0252454490562104,64.09522198481756,78.02034968567615,35.135901433178084,13.971019064915835,74.8003648968869,81.83730538698947,98.73602045353343,58.63625045259787,89.26421159766342
22,243,0.23687055897448206,0.7070864772666982,0.8223812111853543,28.72212092051508,99.76722632646592,32.35246137370379,66.3791623941444,89.74190500781737,7.22717090113515,95.82511722325032,25.369682999581077,24.870715596646786,35.64178551577876,6.197100697941027,21.941563855690383,76.31743856097388,61.70765300062263,64.38472028115469,11.865584470938995,4.552549979974351,17.519785423816124,54.760798608467674,85.35658372113794,87.37537919937805,94.75908231820367
53,31,0.7805255152438618,0.05022601146397376,0.05697872699736828,87.97524022943436,26.355147949677782,18.381288948181496,11.338709555257253,65.61460918474422,69.0701039499166,9.101180688251699,86.97685680139259,67.8182584589068,60.10767990063927,46.82885676728679,79.80465828368204,74.68481212961181,55.34899305004339,11.681231681212267,14.685714864020227,54.13288592698038,42.44191591676416,88.56218234589471,38.79663333838243,30.881891358884527,83.39722082461795
2,40,0.2748060355481361,0.07290183536790351,0.41860727491832994,4.922091454076161,27.913047077426967,57.693612334483966,72.0616290663715,88.18548008206828,53.40277303847177,23.103613794705947,43.20247996337416,90.21941183826758,55.61155414872131,82.76711355691941,21.3712974852579,50.972270556648105,8.845574068553653,37.37335168314674,18.575905620621015,79.39677260436359,11.485606933517655,71.28055923916904,91.39165788960331,70.06993211020558,96.75973049911103
88,229,0.8226143185136784,0.4028732826326371,0.458431424131438,23.10808528744962,93.06722555623983,15.484139464745494,50.03051563545148,48.52807171101983,37.91608639799434,4.657994208654159,80.83646901768167,38.57323278998332,40.46554179046665,45.12153132783963,26.720727675656907,90.29189732330538,72.95038264293837,13.884164254798526,32.82061685714224,61.04112036936661,13.862106336748969,55.28400087640528,34.26353916281711,86.16672586782533,89.46304828611825
30,36,0.42373825364876283,0.2952904940479433,0.7250060762991187,89.73857174637149,2.464440463632267,35.619394346137945,89.40995361061593,54.2033345097202,34.027498223403086,70.5113146638995,26.34036119558445,77.91041873386466,42.90479939721157,14.908974876824777,23.325432182254847,90.84462056904016,60.20495435493508,88.12127324655137,89.19699127756054,57.495488555285625,61.74363798900691,75.45379761511037,66.79015127348595,20.261570069617672,86.78876028887522
38,223,0.6675498992914705,0.23238432305604784,0.574287575090211,25.619151443935493,69.66889878731969,69.70130139342629,91.98709341305428,91.90382770286712,62.083263277419285,85.02987365717918,0.3929321422217802,72.47893011954353,22.676955335076656,98.50338450059597,51.498240369580586,52.39116767043972,66.1476768856287,74.9621155563643,36.82602382300805,68.06239284027365,60.74818174490111,3.83490509254073,96.66499966821125,35.64781651478325,90.76258586269175
2,6,0.09553531383466818,0.2810044989087136,0.667212337194181,22.065105962174847,72.53263907358782,56.01159830093484,5.515659060178546,89.99095433546718,89.09953746442648,43.40710818159804,49.545919290294435,5.952619687182247,45.58825884241029,88.92854620742632,32.18275081690799,60.79882311965377,89.88110930274216,75.75367867972292,72.43627065632184,33.96453230720148,21.33719073548622,2.7083654828207737,39.02788639885523,97.98101738893551,96.83813626543584
64,220,0.623859324676573,0.8034827432968846,0.7770492856517561,13.812529314024724,83.63785774103994,38.64625643279352,82.06415603544788,44.8160873369002,49.61759261011153,92.85220750424297,10.022825664288426,58.15083096240723,95.32548557208342,77.1313633225014,15.415604962534147,99.65220719246723,78.39607870610179,65.22565177735441,8.27475038898714,36.19540716482289,47.44231942887986,8.334932692085207,67.98849651049338,98.3218564796211,92.3801538218318
60,75,0.4517676787372291,0.9292280536318539,0.8622029736581888,85.91117576469165,97.44393106384753,42.02496018075419,3.769739042267062,27.441263163568173,82.47231640769202,59.029907175559956,75.43759555249096,13.018934920080238,85.04529177837904,41.15116028992104,45.31734118938824,29.88202348114175,78.0915252154526,50.70435369367097,59.10987992719926,31.427009822092256,86.3306166977948,43.756532514714266,29.59238110626332,22.32299302939379,86.89120563615855
21,4,0.5866084631754741,0.4051026945275664,0.3138754967224705,50.00582591910867,97.56019191566524,56.21108826232295,36.716962569502265,39.31704345642642,40.21563818439675,63.00071354465232,27.607513606941037,96.73191722305911,14.52328690763438,18.38457268892978,87.3907238785167,32.461724231147734,92.71837688793477,14.99710594634972,48.189123127043956,71.21089328535756,17.42015086764829,23.545014562694313,26.631231559797463,6.644583889262812,89.13333277633438
33,134,0.16801420774486342,0.9061110021324971,0.538022705363903,67.48932030541548,6.527675756646389,0.5864727887161303,54.22999756210791,38.77643285297497,10.239446279317654,84.54192017007699,44.364564660347874,81.14075027006562,2.978078732092093,94.14111814185013,57.05528549499722,18.277390266349634,98.99349514629996,32.96948867050518,97.79579469545045,16.16403356707743,1.9210533073514835,98.42612944157845,57.41566664315519,27.092161131005287,91.57092589200983
76,118,0.7368737449441821,0.32149570124788196,0.8401080784391999,23.906638407502967,82.18393227529025,7.8509868453609855,14.810079862712744,28.686687498279394,6.1505736458638545,29.68002050518389,8.703356509155425,10.97238012471201,93.35243127166306,53.2351126517139,87.8335605887587,89.5866939157868,58.128273196105965,13.691579247689056,84.62077698789629,1.302528031292438,65.19951406635724,54.22901390113669,97.92645980332182,39.77319573036873,90.24059870980788
58,94,0.8627970775432285,0.4764369863437916,0.9894511309650564,75.80404210112165,64.63099336573814,88.12580677630116,74.63138125690769,26.857960433296657,5.1334371323677574,35.42657213276258,28.665924844725264,12.175199764767841,52.674974988074766,85.23554603874851,19.58721850791374,74.44883899492663,10.888161603116576,72.49131428523432,45.48297724386497,59.61964467224924,5.3498208088684995,66.24157460811585,45.313384872017,44.10056009311637,83.79162501445555
22,62,0.21673980009077565,0.22602899781599972,0.8895193110437631,76.00055449620984,64.73421343730912,7.787898909129076,0.8354704172138572,86.10629364797194,38.015014195766994,90.59519191946444,78.1490243258572,59.4473854912619,53.783782314930775,34.20950057594258,16.697387367255402,10.56428488702419,45.91299077754364,16.022877602200502,77.51427640453387,94.23813647342054,97.9940238572446,27.882013624669668,93.76369703165807,61.880630733042366,90.23254654947127
89,194,0.09571455552016173,0.640476042175844,0.3714672626243768,31.259802490830012,12.83499266146948,70.68035962105051,16.859904843403683,6.986192068466169,33.72377508358421,90.09634960387638,15.158791190231947,34.48891741731833,78.07179957065223,33.52883170794706,57.557712569842025,98.17673511979656,78.76011464616444,70.21135501716856,19.303874129377753,60.940791699630466,60.9620283798881,32.17969085876088,91.43635202447616,89.95027601315464,95.91687419571538
49,203,0.023638586046336396,0.9789811151748089,0.19516651721865041,41.06826330102828,65.01871664456533,92.00381641090526,58.07968298534757,67.76111820995942,71.79370236225695,97.64827762008709,64.71595611269574,3.490585907310928,31.468897387132657,98.55404806740391,46.33289015462731,73.09617081611161,2.772532476184919,69.22553895959047,56.23363273917781,78.29216529408951,47.03963528439723,33.54619141411559,25.376261234499474,33.034801190716244,95.65678780943381
91,26,0.641971500443266,0.6034930960433786,0.4893925374065887,20.969027743020085,98.24825806012478,27.06836043017311,71.43875620372924,17.28200514564523,74.28215015848659,90.18383164416711,91.74258528045011,54.16415078330531,48.190756883600216,52.183304849484976,66.01726416469569,85.05221096049745,5.688743835614907,45.93044789912889,7.461905556870818,67.27907094660301,42.999254002430675,69.87357051503005,40.18194070843274,84.99845354992085,91.48338222126533
59,173,0.6070940360887808,0.35781408411354887,0.7416414518360422,97.65610233229043,91.1818569539447,37.04914370595142,91.66431026939162,34.45058933940632,5.085396883373983,12.73720360333609,67.98367597577203,38.78450996858469,96.86629131467376,14.06954238607463,79.46267910267815,4.8150789173200925,6.715778238282133,13.52286541180523,34.80890322516831,49.743665352301626,57.30706585169314,47.37062076893085,64.33024784941831,9.34789209266269,84.16344940588314
42,133,0.54669741271407,0.6478174459905284,0.4925690707532976,64.56025770584117,43.91306608048505,56.892140584471626,70.54966519346239,6.154303413483686,22.112326288901496,82.37242861369873,81.10216892922269,10.107649237174265,67.21486869324072,21.96746779947074,75.13072956521765,50.49609189421677,73.10357583283108,31.48008261340367,22.58621816221703,71.8392401783846,9.062443672021491,51.768365253007445,51.80458844113917,4.187469897321472,88.07700010227518
92,118,0.23194709611597542,0.12292067846538757,0.4831808633136685,93.45438807155155,3.994797328609434,88.17089696385847,67.1779270254866,26.997363685546205,27.42618501588997,40.9838478109594,10.89716293039158,80.19203922559826,15.374503199578593,48.194427939272074,94.22611736585611,69.85982867270393,50.116662856317205,32.00931090755515,71.8909815325211,82.41041238552218,93.00190588194958,59.20029821593453,9.595852986317432,50.40451831234613,88.33509023168509
60,275,0.39090599590551467,0.8886590802653986,0.8382304210818006,30.338554362913317,36.229349000020484,94.19055872604201,39.43411463506643,76.84210711172422,54.76119841428094,99.08013559459378,25.073182600205445,91.5076765278806,13.32267479843533,4.247091048841134,39.82564091570116,54.29465845718413,36.889794352059354,70.03851331432934,49.00906912143614,22.473164417169798,62.56420685518778,76.8811656238217,99.36980301271583,5.9662223330604895,93.05708460465353
80,212,0.594476335186173,0.5030839507798364,0.36140377906718635,78.18909129968897,82.63903116005552,73.9563248111268,0.12844255268014138,88.50153245472586,14.451522390695025,47.22809643288011,89.4538852240591,75.659393401413,20.42647583330054,46.25339853783005,20.638674224818075,66.66474656992774,10.5617045261736,11.374301941372433,75.10704788480105,33.61304804831455,18.397849761090878,9.036974851247814,75.265400121128,39.24898012342302,86.23632751816938
15,225,0.4967668588591694,0.44934974203964206,0.8597946748116456,76.5858643884742,70.1499101465166,8.661976085469403,12.015925873562194,22.152715190236705,13.394121940000037,55.38360825022206,71.51056136180893,82.24223100162773,76.67116744207175,41.894084208012764,55.09126399478858,81.78740635904725,73.22402502058891,82.90686462160907,51.52954376314456,22.372573250328387,56.25810537646628,77.68739122188217,43.769403822471176,89.67781168692343,87.37374497256089
62,20,0.9877855202148873,0.5858647884535192,0.40680480095172356,69.16556518665415,45.93436555939564,66.91541555348508,53.455454475603915,46.354783925892185,94.3788889207958,52.97749152567985,63.95538263773112,21.649056726611736,29.537700384061605,77.93362653194869,11.07431201911856,37.43370629601962,32.101981055089965,76.1007290185914,8.648444215163853,45.2172955590441,13.325650583301163,56.32350688751798,61.81685496662913,24.148303620747335,83.20558827918572
62,113,0.13643975255673313,0.6247838627894025,0.3282331056783394,96.56389752668004,5.510153515883109,41.03037218726621,67.51298858444197,47.03240479372064,80.4202907297781,32.17370298582778,66.37667361217,26.3572950918601,2.1388846675079787,35.49419644892418,28.885112333163143,84.86686756187098,26.53240700646672,18.63069181742739,73.53676497325267,88.50645509166675,1.7552717558312114,66.90954448552571,8.757281726623011,70.59757751249032,88.97921272176467
