order_id,inventory_level,order_size,lead_time,transport_time,supply_chain_delay
4174,596.429085289663,166.25474957524102,14.601462593468241,7.023777482456913,18.037799194906956
4507,248.35083502330085,91.86379739222633,4.0904368383389444,9.027037929309063,10.414006784902536
1860,470.12960492683214,180.37571506962325,11.276416676250289,3.7544631717050923,12.424489044485153
2294,799.842055361703,23.543251310481143,11.676349525718454,5.966894227790671,-16.330061157254157
2130,532.3330736797192,191.3854057063284,14.00960357210121,8.104684797222271,19.332816753370913
2095,986.757445598954,134.39168547195615,1.4276923993073196,4.7459625296081445,-1.1687445813939963
4772,439.06507294414666,82.214156698069,13.208676738258108,2.5130631555936627,10.381235404380323
4092,774.6204699784648,47.4592840488467,8.381166531757202,5.274558687373734,-2.666064826863
2638,453.6905040809732,101.04481359428398,9.85561753952159,1.4970026866872561,6.862627242475558
3169,846.247798635863,46.966081405207184,10.022583879694471,9.481451086020492,1.4857593651868264
1466,612.1733222491729,41.60300547119701,12.477169269786186,1.6733908467547574,-0.5640816579096679
2238,157.1606466310012,127.2968339084651,5.667702510227548,4.946110437255204,9.379213140043626
1330,133.13968087239223,109.38609767053909,11.262716658039908,5.768931349796736,15.814494423352839
2482,220.46690692056987,137.31824657607893,8.40009353611076,9.867734490585569,16.66231009723148
3135,112.30476834429756,186.62511671017793,12.107516200274869,2.494196412785747,13.99994597883687
4444,167.82315431721608,111.12944053441763,14.867644458781868,2.029883667511227,15.387368860574126
4171,722.5429574520208,120.37709011993157,3.8091142436526573,1.0783553235628922,-1.1148599186704446
3919,580.9116475265168,27.029004439439003,14.92508098183997,2.4001429318237206,-4.166934586961197
4735,774.9196745229747,146.3507993226396,2.2573701599588363,2.8654568116090084,-0.17211967791792393
1130,921.8491770318785,85.98198929278968,1.0324456706673941,6.675228474247831,-3.013747685565539
2685,626.6345790929248,195.57779534589,1.6182671064896377,2.9773611135226035,1.391611230329504
4380,753.5087596646632,166.40306296317544,5.784953666314664,1.1846873325639269,2.44142651624366
1769,781.3730818382103,109.27139769806249,9.860688629498078,8.439565109522398,11.149497930100637
3391,440.0654943482078,33.41230429271155,1.9664135724298948,4.290361309035701,-6.913986718601663
2515,316.9763490966686,173.28900072331194,1.0793214034139418,4.183270179226605,3.4334140366127976
4485,284.54079565587244,161.95840813056412,14.119274398423126,3.7223112625113393,16.08470993623305
3853,326.29819556061864,45.071174612036266,12.506972903159015,9.778359494317789,15.045711988882424
3433,347.25861732331794,66.10287495185892,12.328564395946435,2.531038755783533,9.606297337478805
2215,286.5048841072508,160.7473790480891,13.38193985702768,9.084142575579117,20.683752382786576
1955,890.3986007312731,45.19340484400784,10.800479818809462,7.991229989258992,-0.9102490021744174
3324,781.2992189550058,184.3729729425617,2.4616578164731404,1.6883195994938176,-0.08762425897271164
